Index,Exec_time,addr,GPU_addr
404,740.159973,0x7fc0c2000000,0x7fbfba000000
405,730.559998,0x7f5f8e000000,0x7f5e86000000
406,732.159973,0x7fe622000000,0x7fe51a000000
407,742.399963,0x7f4f00000000,0x7f4df8000000
408,736.320007,0x7f8780000000,0x7f867e000000
409,727.360046,0x7f2dd2000000,0x7f2cd0000000
410,797.120056,0x7f7c82000000,0x7f7b7a000000
411,733.119995,0x7fb610000000,0x7fb50e000000
412,728.640015,0x7f4a42000000,0x7f4940000000
413,738.560059,0x7f77d2000000,0x7f76ca000000
414,737.920044,0x7fee28000000,0x7fed26000000
415,807.679993,0x7f84de000000,0x7f83dc000000
416,799.679993,0x7f0492000000,0x7f0390000000
417,738.560059,0x7fc52e000000,0x7fc42c000000
418,730.239990,0x7f98ce000000,0x7f97c6000000
419,729.279968,0x7fdc7e000000,0x7fdb76000000
420,726.400024,0x7f72fe000000,0x7f71fc000000
421,728.960022,0x7fea70000000,0x7fe96e000000
422,733.760010,0x7eff42000000,0x7efe42000000
423,735.359985,0x7fb838000000,0x7fb736000000
424,741.440002,0x7f9850000000,0x7f9748000000
425,736.640015,0x7fccd0000000,0x7fcbc8000000
426,753.919983,0x7f37a8000000,0x7f36a6000000
427,729.599976,0x7f4b86000000,0x7f4a7e000000
428,722.559998,0x7fafdc000000,0x7faeda000000
429,733.119995,0x7f15b8000000,0x7f14b6000000
430,729.919983,0x7f38f8000000,0x7f37f6000000
431,790.399963,0x7f3a02000000,0x7f3900000000
432,739.519958,0x7f2bda000000,0x7f2ad2000000
433,782.719971,0x7f97d8000000,0x7f96d6000000
434,730.880005,0x7fc5fe000000,0x7fc4fc000000
435,733.119995,0x7f9450000000,0x7f934e000000
436,740.799988,0x7efc42000000,0x7efb40000000
437,735.679993,0x7f6a36000000,0x7f6934000000
438,741.440002,0x7f7ec8000000,0x7f7dc6000000
439,738.879944,0x7f095e000000,0x7f0856000000
440,738.240051,0x7f78ee000000,0x7f77e6000000
441,741.119995,0x7f3098000000,0x7f2f90000000
442,736.320007,0x7fc016000000,0x7fbf14000000
443,755.520020,0x7fb73c000000,0x7fb634000000
444,743.679993,0x7ff158000000,0x7ff050000000
445,744.320007,0x7fe39e000000,0x7fe29c000000
446,749.439941,0x7f0e1c000000,0x7f0d14000000
447,745.920044,0x7f98ec000000,0x7f97e4000000
448,798.079956,0x7f6a5e000000,0x7f695c000000
449,735.679993,0x7fde3e000000,0x7fdd36000000
450,738.560059,0x7f3a12000000,0x7f390a000000
451,747.840027,0x7f1cfe000000,0x7f1bfc000000
452,705.600037,0x7f6e68000000,0x7f6d60000000
453,740.799988,0x7f878e000000,0x7f8686000000
454,738.240051,0x7fe99e000000,0x7fe896000000
455,733.760010,0x7f5972000000,0x7f586a000000
456,802.239990,0x7fe4c0000000,0x7fe3be000000
457,742.399963,0x7f7cbe000000,0x7f7bb6000000
458,734.720032,0x7f2318000000,0x7f2216000000
459,733.119995,0x7fdbb6000000,0x7fdab4000000
460,727.040039,0x7f789c000000,0x7f7794000000
461,723.520020,0x7f1fae000000,0x7f1ea6000000
462,796.160034,0x7f4712000000,0x7f4610000000
463,737.280029,0x7fdb8e000000,0x7fda86000000
464,726.080017,0x7fc990000000,0x7fc888000000
465,724.799988,0x7f59ca000000,0x7f58c8000000
466,729.599976,0x7fa79c000000,0x7fa694000000
467,735.359985,0x7f1088000000,0x7f0f86000000
468,708.480042,0x7f9b78000000,0x7f9a76000000
469,736.640015,0x7faf9a000000,0x7fae98000000
470,739.519958,0x7f6d4e000000,0x7f6c4c000000
471,737.280029,0x7f10a2000000,0x7f0f9a000000
472,741.119995,0x7f14b8000000,0x7f13b0000000
473,744.640015,0x7f1892000000,0x7f1790000000
474,742.719971,0x7f3be2000000,0x7f3ae2000000
475,746.239990,0x7f67a2000000,0x7f669a000000
476,736.640015,0x7fe0d0000000,0x7fdfc8000000
477,736.640015,0x7f87fe000000,0x7f86f6000000
478,744.320007,0x7f53e6000000,0x7f52de000000
479,739.519958,0x7f993a000000,0x7f9832000000
480,735.359985,0x7f1d68000000,0x7f1c66000000
481,734.400024,0x7f73b0000000,0x7f72ae000000
482,734.080017,0x7fe25e000000,0x7fe15c000000
483,737.600037,0x7f2c32000000,0x7f2b2a000000
484,737.600037,0x7f4290000000,0x7f418e000000
485,738.240051,0x7f255e000000,0x7f245c000000
486,765.760010,0x7f37c0000000,0x7f36b8000000
487,744.640015,0x7f0a6c000000,0x7f096a000000
488,732.799988,0x7f5842000000,0x7f573a000000
489,731.519958,0x7faf5c000000,0x7fae5a000000
490,735.679993,0x7f7342000000,0x7f723a000000
491,737.600037,0x7f86c0000000,0x7f85b8000000
492,727.360046,0x7f3220000000,0x7f311e000000
493,734.720032,0x7eff80000000,0x7efe78000000
494,728.960022,0x7f142e000000,0x7f1326000000
495,737.280029,0x7f2582000000,0x7f2480000000
496,734.080017,0x7fa2f0000000,0x7fa1ee000000
497,784.000000,0x7fb0c2000000,0x7fafba000000
498,729.599976,0x7fd382000000,0x7fd280000000
499,732.479980,0x7ff372000000,0x7ff270000000
500,814.080017,0x7fe282000000,0x7fe17a000000
501,733.440002,0x7f4af0000000,0x7f49e8000000
502,742.719971,0x7fa388000000,0x7fa286000000
503,797.759949,0x7f31fc000000,0x7f30fa000000
504,764.799988,0x7f278a000000,0x7f2688000000
505,738.560059,0x7f88ae000000,0x7f87ac000000
506,732.479980,0x7feb40000000,0x7fea3e000000
507,738.560059,0x7f0612000000,0x7f0510000000
508,741.440002,0x7fbce8000000,0x7fbbe0000000
509,711.679993,0x7f1a1c000000,0x7f191a000000
510,797.440063,0x7fb7b0000000,0x7fb6ae000000
511,734.080017,0x7f94a2000000,0x7f939a000000
512,741.119995,0x7f6f82000000,0x7f6e80000000
513,739.199951,0x7efc68000000,0x7efb66000000
514,736.640015,0x7f9590000000,0x7f9488000000
515,733.119995,0x7fde00000000,0x7fdcf8000000
516,712.320007,0x7f2a7a000000,0x7f2978000000
517,734.400024,0x7f762e000000,0x7f7526000000
518,725.440002,0x7f8622000000,0x7f8520000000
519,802.880005,0x7fca10000000,0x7fc908000000
520,735.679993,0x7f8c18000000,0x7f8b16000000
521,734.720032,0x7f726e000000,0x7f7166000000
